597,3000457,"analog-value","GLRF.ABSL-EXH.EF30 VFD.MOTOR TEMP","Motor Temp"
597,3000458,"analog-value","GLRF.ABSL-EXH.EF30 VFD.CURRENT","Current"
597,3000459,"analog-value","GLRF.ABSL-EXH.EF30 VFD.TORQUE","Torque"
597,3000460,"analog-value","GLRF.ABSL-EXH.EF30 VFD.POWER","Power"
597,3000461,"analog-value","GLRF.ABSL-EXH.EF30 VFD.DRIVE TEMP","Drive Temp"
597,3000462,"analog-value","GLRF.ABSL-EXH.EF30 VFD.KWH (R)","Energy in KWH"
597,3000463,"analog-value","GLRF.ABSL-EXH.EF30 VFD.MWH (NR)","Mega Watt Hour"
597,3000472,"analog-value","SA Press Request NAE-121","From NAE-121"
597,3000473,"analog-value","SA Press Request NAE-95","From NAE-95"
597,3000694,"analog-value","GLRF.AHU-21_22.SP-REQS","Supply Air Static Press Incr Requests"
597,3000695,"analog-value","GLRF.AHU-21_22.DASPSV-SP","Disch Air Static Press Starting Pt Setpt"
597,3000696,"analog-value","GLRF.AHU-21_22.Eff Setpoint","Effective Supply Air Static Press Setpt"
597,3000697,"analog-value","GLRF.AHU-21_22.DAHLSP-SP","Disch Static Press High Limit Setpoint"
597,3000699,"analog-value","GLRF.AHU-21_22.RA21SP-SP","Return Air 21 Static Pressure Setpoint"
597,3000701,"analog-value","GLRF.AHU-21_22.RA22SP-SP","Return Air 22 Static Pressure Setpoint"
597,3000703,"analog-value","GLRF.AHU-21_22.RAHLSP-SP","Ret Static Press High Limit Setpoint"
597,3000704,"analog-value","GLRF.AHU-21_22.EASP-SP","Exhaust Air Static Pressure Setpoint"
597,3000705,"analog-value","GLRF.AHU-21_22.EAHLSP-SP","Exh Static Press High Limit Setpoint"
597,3000708,"analog-value","GLRF.AHU-21_22.FUME-EFMAXSPD","Fume Exhaust Failure SF Max Speed"
597,3000709,"analog-value","GLRF.AHU-21_22.DA-SP","Min DA Static Press To NCE97/98 FEC-4"
597,3000710,"analog-value","GLRF.AHU-21_22.DASP-SP","DA Static Press Setpt To NCE97/98 FEC-4"
597,3000845,"analog-value","GLRF.ACID-EXH.EASP-SP","EA Static Press Setpoint"
597,3000849,"analog-value","GLRF.ACID-EXH.EFMINSPD","Exhaust Fan Minimum Speed"
